,Year Released,Artist/Group,Track,Length,Genre,Debut Date,Peak Date,Week,Rank,WeekDate,InvertedRank,Track Length in Seconds,Time to Peak
2311,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,8,27.0,2000-07-22,74.0,158,9
2312,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,8,40.0,2000-10-07,61.0,203,4
2313,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,8,24.0,2000-06-03,77.0,281,7
2314,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,8,33.0,2000-09-30,68.0,230,9
2315,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,8,29.0,2000-03-25,72.0,249,11
2316,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,8,25.0,2000-06-17,76.0,234,10
2317,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,8,28.0,2000-08-12,73.0,252,8
2318,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,8,31.0,2000-03-18,70.0,222,9
2319,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,8,28.0,2000-03-18,73.0,430,4
2320,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,8,30.0,2000-08-19,71.0,197,9
2321,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,8,26.0,2000-12-30,75.0,268,6
2322,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,8,64.0,2000-06-03,37.0,210,19
2323,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,8,33.0,2000-07-29,68.0,237,10
2324,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,8,32.0,2000-04-22,69.0,225,8
2325,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,8,39.0,2000-01-22,62.0,291,9
2326,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,8,31.0,2000-12-16,70.0,217,8
2327,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,8,48.0,2000-10-14,53.0,255,15
2328,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,8,29.0,2000-06-03,72.0,410,8
2329,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,8,27.0,2000-04-15,74.0,227,7
2330,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,8,36.0,2000-04-15,65.0,258,5
2331,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,8,35.0,2000-01-01,66.0,247,12
2332,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,8,28.0,2000-05-20,73.0,192,7
2334,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,8,46.0,2000-01-22,55.0,273,9
2335,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,8,32.0,2000-03-11,69.0,255,5
2336,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,8,58.0,2000-04-15,43.0,270,2
2337,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,8,41.0,2000-06-17,60.0,382,11
2338,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,8,34.0,2000-12-09,67.0,225,9
2339,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,8,39.0,2000-08-05,62.0,210,10
2340,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,8,47.0,2000-07-22,54.0,226,5
2341,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,8,36.0,2000-03-25,65.0,209,10
2342,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,8,41.0,2000-03-25,60.0,204,12
2343,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,8,46.0,2000-12-02,55.0,212,11
2344,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,8,44.0,2000-12-09,57.0,242,11
2345,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,8,51.0,1999-12-25,50.0,206,13
2346,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,8,34.0,2000-09-23,67.0,250,5
2347,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,8,32.0,2000-01-29,69.0,455,7
2348,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,8,40.0,2000-08-05,61.0,223,9
2349,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,8,33.0,2000-10-07,68.0,224,7
2350,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,8,44.0,2000-12-16,57.0,336,10
2351,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,8,47.0,2000-12-16,54.0,234,9
2352,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,8,45.0,2000-02-19,56.0,274,9
2353,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,8,39.0,2000-03-04,62.0,231,6
2354,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,8,38.0,2000-03-25,63.0,255,5
2355,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,8,35.0,2000-11-04,66.0,232,7
2356,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,8,79.0,2000-10-21,22.0,203,3
2357,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,8,38.0,2000-11-25,63.0,234,9
2358,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,8,46.0,2000-01-29,55.0,260,6
2359,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,8,39.0,2000-03-11,62.0,240,6
2360,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,8,42.0,2000-07-15,59.0,225,10
2361,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,8,39.0,2000-08-19,62.0,173,10
2362,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,8,51.0,2000-05-06,50.0,199,13
2363,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,8,55.0,2000-08-26,46.0,251,3
2364,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,8,38.0,2000-12-02,63.0,240,7
2365,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,8,58.0,2000-07-01,43.0,216,14
2366,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,8,40.0,2000-06-10,61.0,263,8
2367,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,8,55.0,2000-08-12,46.0,247,11
2368,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,8,42.0,2000-02-12,59.0,213,8
2369,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,8,43.0,2000-05-06,58.0,226,8
2370,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,8,48.0,2000-03-25,53.0,175,10
2371,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,8,46.0,2000-10-21,55.0,228,9
2372,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,8,48.0,2000-01-15,53.0,232,9
2373,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,8,58.0,2000-09-16,43.0,197,13
2374,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,8,43.0,2000-06-10,58.0,303,8
2375,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,8,48.0,2000-04-01,53.0,313,10
2376,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,8,96.0,1999-09-11,5.0,278,30
2377,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,8,45.0,2000-10-21,56.0,173,8
2378,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,8,47.0,2000-09-09,54.0,220,9
2379,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,8,63.0,2000-05-13,38.0,220,14
2380,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,8,47.0,2000-04-29,54.0,244,6
2381,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,8,55.0,2000-01-08,46.0,184,10
2382,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,8,47.0,2000-04-15,54.0,328,8
2383,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,8,51.0,2000-09-30,50.0,235,5
2384,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,8,45.0,2000-04-29,56.0,247,7
2385,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,8,45.0,2000-12-30,56.0,156,7
2386,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,8,95.0,2001-01-27,6.0,210,2
2387,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,8,55.0,2000-03-04,46.0,267,5
2388,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,8,54.0,2000-08-05,47.0,228,10
2389,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,8,52.0,2001-01-20,49.0,271,5
2390,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,8,48.0,2000-02-05,53.0,252,6
2391,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,8,69.0,2000-05-20,32.0,236,12
2392,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,8,60.0,2000-08-26,41.0,245,12
2393,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,8,73.0,2000-06-17,28.0,281,2
2395,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,8,56.0,2000-06-10,45.0,252,5
2396,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,8,67.0,2000-06-24,34.0,196,15
2397,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,8,57.0,2000-12-30,44.0,326,4
2398,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,8,57.0,2000-07-08,44.0,263,11
2399,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,8,51.0,2000-04-15,50.0,268,7
2400,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,8,59.0,2000-09-09,42.0,250,9
2402,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,8,58.0,2000-10-28,43.0,253,11
2403,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,8,52.0,2000-08-12,49.0,234,7
2404,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,8,80.0,2000-05-13,21.0,260,4
2405,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,8,64.0,2000-01-15,37.0,236,9
2406,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,8,57.0,2000-03-25,44.0,230,6
2407,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,8,58.0,2000-09-30,43.0,219,10
2408,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,8,60.0,2000-12-16,41.0,257,6
2409,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,8,60.0,2000-10-07,41.0,251,10
2410,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,8,59.0,2000-01-29,42.0,249,5
2411,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,8,92.0,2000-04-22,9.0,221,2
2412,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,8,59.0,2000-12-16,42.0,264,6
2413,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,8,74.0,2000-08-05,27.0,178,13
2414,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,8,58.0,2000-05-27,43.0,245,10
2415,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,8,60.0,2000-02-19,41.0,282,4
2416,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,8,56.0,2000-04-22,45.0,224,7
2417,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,8,68.0,2000-04-01,33.0,200,4
2418,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,8,61.0,2000-09-23,40.0,199,18
2419,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,8,58.0,2000-10-21,43.0,330,8
2420,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,8,57.0,2000-11-04,44.0,262,7
2421,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,8,66.0,2000-02-19,35.0,250,5
2422,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,8,69.0,2000-10-07,32.0,175,5
2423,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,8,58.0,2000-07-08,43.0,236,7
2424,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,8,58.0,2000-08-19,43.0,248,6
2425,2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,8,62.0,2000-10-21,39.0,280,5
2426,2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,8,67.0,2000-05-20,34.0,231,3
2427,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,8,81.0,2000-09-09,20.0,242,3
2429,2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,8,60.0,2000-11-04,41.0,206,6
2431,2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,8,86.0,2000-09-09,15.0,252,3
2434,2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,8,71.0,2000-08-05,30.0,235,2
2436,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,8,86.0,2000-05-27,15.0,199,8
2437,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,8,87.0,2000-04-29,14.0,230,2
2438,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,8,67.0,2000-09-30,34.0,252,2
2439,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,8,64.0,2000-01-08,37.0,326,10
2440,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,8,75.0,2000-11-18,26.0,192,10
2441,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,8,66.0,2000-11-25,35.0,240,4
2442,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,8,75.0,2000-04-29,26.0,231,6
2443,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,8,73.0,2001-01-06,28.0,244,4
2444,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,8,77.0,2000-04-15,24.0,256,3
2445,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,8,96.0,2000-03-11,5.0,227,2
2446,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,8,65.0,2000-06-24,36.0,185,7
2447,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,8,70.0,2000-08-19,31.0,312,6
2448,2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,8,89.0,2000-09-09,12.0,380,3
2449,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,8,90.0,2000-03-11,11.0,230,4
2452,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,8,90.0,2000-06-10,11.0,300,4
2453,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,8,84.0,2000-09-23,17.0,321,11
2454,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,8,79.0,2000-10-28,22.0,250,5
2456,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,8,89.0,2001-01-20,12.0,222,2
2457,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,8,80.0,2000-11-11,21.0,239,3
2458,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,8,88.0,2000-08-12,13.0,285,4
2460,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,8,90.0,2000-05-20,11.0,257,2
2461,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,8,81.0,2000-11-11,20.0,207,9
2463,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,8,78.0,2000-11-04,23.0,213,1
2464,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,8,81.0,2000-01-29,20.0,253,5
2467,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,8,86.0,2000-04-08,15.0,217,5
2468,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,8,86.0,2000-01-29,15.0,235,5
2470,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,8,78.0,2000-05-13,23.0,259,6
2471,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,8,74.0,2000-01-29,27.0,246,7
2472,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,8,93.0,2000-04-08,8.0,343,4
2473,2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,8,95.0,2000-06-24,6.0,190,3
2475,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,8,76.0,2000-06-17,25.0,205,2
2476,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,8,80.0,2000-08-12,21.0,215,11
2480,2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,8,76.0,2000-12-16,25.0,182,6
2481,2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,8,99.0,2000-03-25,2.0,270,2
2482,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,8,81.0,2000-07-08,20.0,266,5
2483,2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,8,78.0,2000-10-07,23.0,220,8
2484,2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,8,82.0,2000-01-08,19.0,240,10
2485,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8,97.0,2000-05-13,4.0,246,3
2486,2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8,93.0,2000-04-22,8.0,272,4
2488,2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,8,82.0,2000-03-04,19.0,246,8
2489,2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,8,91.0,2000-07-15,10.0,244,4
2491,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,8,88.0,2000-09-02,13.0,256,3
2493,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,8,80.0,2000-11-18,21.0,225,7
2494,2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,8,84.0,2001-01-13,17.0,176,4
2495,2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,8,82.0,2000-11-18,19.0,297,3
2497,2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,8,87.0,2000-07-15,14.0,257,4
2498,2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,8,97.0,2000-12-23,4.0,220,5
2499,2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,8,87.0,2000-12-09,14.0,278,5
2507,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,8,92.0,2000-09-02,9.0,224,10
2509,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,8,96.0,2000-01-29,5.0,248,9
2511,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,8,97.0,2000-07-29,4.0,234,2
2514,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,8,90.0,2000-01-22,11.0,227,7
2519,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,92.0,2000-05-13,9.0,283,7
2536,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,9,1.0,2000-11-25,100.0,218,8
2537,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,9,1.0,2000-04-15,100.0,258,8
2538,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,9,4.0,1999-12-25,97.0,247,14
2539,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,9,1.0,2000-10-14,100.0,225,5
2540,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,9,9.0,2000-10-07,92.0,218,10
2541,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,9,10.0,2000-08-19,91.0,257,10
2542,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,9,16.0,2000-02-26,85.0,271,12
2543,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,9,8.0,2000-06-03,93.0,216,12
2544,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,9,1.0,2000-08-26,100.0,232,7
2545,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,9,32.0,1999-08-07,69.0,265,39
2546,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,9,7.0,2000-07-08,94.0,190,12
2547,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,9,1.0,2000-01-29,100.0,198,7
2548,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,9,22.0,2000-03-25,79.0,241,25
2549,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,9,69.0,2000-07-15,32.0,232,26
2550,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,9,12.0,2000-05-20,89.0,243,13
2551,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,9,13.0,2000-07-01,88.0,252,12
2552,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,9,22.0,2000-02-12,79.0,254,10
2553,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,9,28.0,2000-01-08,73.0,244,24
2554,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,9,17.0,2000-10-21,84.0,230,15
2555,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,9,18.0,2000-12-02,83.0,223,13
2556,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,9,2.0,2000-05-20,99.0,261,7
2557,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,9,15.0,2000-04-29,86.0,230,14
2558,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,9,3.0,2000-10-21,98.0,204,6
2559,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,9,22.0,2000-07-15,79.0,228,14
2560,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,9,51.0,2000-06-10,50.0,233,31
2561,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,9,13.0,2000-04-01,88.0,245,16
2562,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,9,17.0,2000-06-17,84.0,240,11
2563,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,9,8.0,1999-11-06,93.0,256,18
2564,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,9,28.0,2000-03-04,73.0,297,26
2565,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,9,38.0,1999-12-25,63.0,274,16
2566,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,9,5.0,2000-04-01,96.0,195,11
2567,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,9,5.0,2000-07-08,96.0,282,7
2568,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,9,12.0,2000-10-14,89.0,246,15
2569,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,9,9.0,2000-11-11,92.0,199,13
2570,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,9,11.0,1999-12-25,90.0,226,13
2571,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,9,7.0,2000-01-29,94.0,231,6
2572,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,9,8.0,2000-04-22,93.0,232,13
2573,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,9,6.0,2000-12-02,95.0,263,9
2574,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,9,7.0,2000-09-02,94.0,236,9
2575,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,9,12.0,2000-03-04,89.0,234,11
2576,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,9,17.0,2000-07-08,84.0,189,11
2577,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,9,17.0,2000-01-15,84.0,243,16
2578,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,9,26.0,2000-02-05,75.0,172,11
